,Textos_espanol,sdg
1259,Hay una variedad de opciones que podrían considerarse para garantizar un uso más efectivo de la información existente por parte de los actores clave en el sistema educativo. Las opciones simples incluyen garantizar que los datos se utilicen de manera efectiva para la gestión de la transición entre las escuelas y analizar los datos a nivel de las Oficinas Regionales del Ministerio de Educación. Estas mejoras en la presentación de informes tienen el potencial de mejorar las interconexiones entre las escuelas y entre las escuelas y las jurisdicciones regionales y nacionales en materia de educación.,4
1260,"En segundo lugar, los muy altos retornos de la educación superior para el gobierno sugieren que una gran parte de los retornos de la educación superior pueden ser gravados en Portugal (OCDE, 2017|2]). En tercer lugar, las partes interesadas mencionaron razones económicas que han disminuido el interés en seguir una educación superior, tanto durante la crisis, debido a los costos de participación, como en el período de recuperación. Otros países tienen matrícula para los programas de educación de adultos, incluso para la formación básica, que no se aplican a las personas que demuestran necesidad económica, por lo general aquellos que son elegibles para los beneficios sociales. A continuación se incluyen ejemplos de estos dos enfoques.",4
1261,"Por lo tanto, es necesario diseñar políticas que provoquen cambios en la estructura productiva y su orientación para que los factores de demanda abran el camino a un tipo de crecimiento más sólidamente basado en la equidad, siendo la equidad un objetivo de política en su por derecho propio, en lugar de ser visto como un ""complemento"". Esto requerirá derribar las principales barreras de entrada al mercado laboral para que la protección social pueda combinarse con políticas laborales y económicas que proporcionen financiamiento confiable y continuo para los sistemas de servicios integrados. La política laboral debe enfocarse en asegurar que el régimen laboral incorpore las necesidades asociadas al ciclo de vida familiar y que las normas laborales diseñadas para brindar protección social se apliquen por igual a hombres y mujeres para que las mujeres no sean vistas como trabajadoras “costosas”. por los posibles empleadores y que las horas que las mujeres trabajan en el mercado laboral se correspondan con un impacto positivo en la demanda agregada, la productividad y el crecimiento.",5
1262,"Dado que normalmente no se debe brindar atención sin el consentimiento de la persona, el tratamiento obligatorio solo se puede ordenar para los pacientes que se oponen a la atención, pero que padecen un trastorno psiquiátrico grave (excluida la discapacidad del desarrollo). Esta atención solo debe brindarse en los casos en que ""debido a su condición psiquiátrica o circunstancias personales"", una persona necesita tratamiento psiquiátrico que solo será efectivo si el paciente es admitido en un centro de atención psiquiátrica para pacientes internados (Bolling et al, 2009 ). El tratamiento ambulatorio involuntario, bajo condiciones especiales, solo puede comenzar después de un período de tratamiento ambulatorio involuntario.",3
1263,"1999|H5|, Ares Abalde, 2014[ij]. El pequeño número de estudiantes y docentes en estas escuelas da forma a las formas en que las escuelas pueden utilizar el tiempo de docentes y alumnos, y cómo estos se agrupan por grados y habilidades (Mulcahy, 2009[ii6i). Los padres pueden estar preocupados por el hecho de que sus hijos aprendan junto con niños de diferentes edades en el mismo salón de clases (Cornish, 2006[ii7j), pero la investigación sugiere que la enseñanza multigrado no es necesariamente menos efectiva que en clases de edades específicas.",4
1264,"Instó a los países a “desarrollar sistemas educativos inclusivos, receptivos y resilientes” para satisfacer sus necesidades (UNESCO, 2015). Pero la posición de los refugiados que dependen de los países de acogida para extender los derechos internacionales a la educación no es idéntica a la de las personas desplazadas dentro de sus países de origen y cuyos gobiernos tienen responsabilidades específicas para cumplir con los derechos de sus ciudadanos. Estos arreglos se están probando entre los 15 países donde se está implementando el Marco de Respuesta Integral para Refugiados (CRRF). En la parte de seguimiento del informe se abordan otros temas importantes seleccionados relacionados con la educación de los refugiados, incluidos el cuidado y la educación de la primera infancia (Enfoque de política 9.1), la educación terciaria (Enfoque de política 10.1), las personas desplazadas con discapacidad (Enfoque de política 12.1), el papel de la tecnología (Enfoque de política 15.1) y la eficacia de la ayuda humanitaria (Enfoque de política 19.3).",4
1265,"Los hombres también contribuyen a la seguridad social por más tiempo que las mujeres en México. Entre todos los trabajadores por cuenta propia (mayores de 15 años) que son mujeres, el 77,5% nunca ha cotizado a la seguridad social, en comparación con el 65,1% de los trabajadores por cuenta propia que son hombres (estimaciones de la ENIGH de la OCDE, 2014). La cobertura es aún peor para los grupos marginados como los trabajadores domésticos, que en su inmensa mayoría son mujeres.",5
1266,"Los datos de la Asociación China de Mujeres Empresarias muestran que las mujeres empresarias representan alrededor del 25% de todos los empresarios, tienen más educación que los hombres, son optimistas sobre su futuro y cada vez más propensas a buscar información comercial en Internet y llegar a los mercados internacionales. Se ha prestado especial atención a los programas para mejorar la inclusión financiera de las mujeres empresarias. Incluyen tasas de interés preferenciales y esquemas de garantía de crédito.",5
1267,"Los datos se refieren a la duración promedio de la estadía para atención curativa (aguda) (lo que resulta en una subestimación). Fuente: Estadísticas de salud de la OCDE (2016), http://dx.doi.org/10.1787/health-data-en. En comparación con el sector hospitalario, existe un déficit importante de información sobre los patrones de atención y los resultados en la atención primaria.",3
1268,"Las medidas específicas incluyeron auditorías de género de los ministerios sectoriales, evaluaciones de género, sensibilización y el establecimiento de un Comité de Presupuesto con Perspectiva de Género. El Ministerio de Hacienda desarrolló un sistema de seguimiento presupuestario para medir la sensibilidad de género del gasto público y la ayuda de los donantes. Como resultado de estos cambios, las asignaciones presupuestarias con perspectiva de género en Nepal aumentaron constantemente del 11 % en 2007 a casi el 22 % en 2014.",5
1269,"La experiencia de otros países de la OCDE ha demostrado que cuando la provisión de nivel de atención primaria para trastornos leves a moderados es muy eficaz cuando también está respaldada por una buena formación (tanto durante la formación médica como como parte de la educación médica continua), por el apoyo de especialistas en salud mental, profesionales de la salud y redes de apoyo, y mediante buenas opciones de derivación en caso de que un paciente necesite acceder a un nivel de atención más especializado (por ejemplo, un psicólogo o un servicio o centro comunitario especializado en salud mental). La competencia en el tratamiento y diagnóstico de trastornos leves y moderados debe integrarse en la formación para la especialidad de atención primaria de Japón desde el principio. Se recomienda que Japón considere la expansión de tratamientos basados ​​en evidencia para trastornos de leves a moderados, en particular aumentando la disponibilidad de terapias psicológicas.",3
1270,"Después del accidente nuclear de Fukushima no se notó ningún impacto en los valores medidos. La NFA registra plaguicidas y agroquímicos, y medicamentos veterinarios. La NFA es responsable de controlar todo tipo de establecimientos productores de alimentos/piensos desde 2011, de acuerdo con la Ley de Calidad e Inocuidad de los Alimentos.",3
1271,"La categorización de estas etapas en el proceso de selección proporciona un marco claro para la identificación de acciones concretas en cada etapa del ciclo electoral. Las reglas y prácticas deben asegurar que mujeres y hombres tengan igualdad de oportunidades y apoyo en todo el proceso electoral, es decir, durante los períodos preelectoral, electoral y postelectoral. La Tabla 1.4 resume las responsabilidades estatales clave en relación con las elecciones y las dimensiones de género de cada una.",5
1272,"Si invertimos de todo corazón en las niñas, veremos comunidades y familias más fuertes, economías sostenibles, tasas más bajas de mortalidad y morbilidad materna, tasas más bajas de VIH y SIDA, menos pobreza, más innovación, tasas reducidas de desempleo y una prosperidad más equitativa. Con el apoyo de la Fundación de las Naciones Unidas, el Grupo de Trabajo tiene como objetivo fortalecer la colaboración interinstitucional tanto a nivel mundial como nacional, facilitar el desarrollo de programas efectivos para abordar los derechos y necesidades de las adolescentes, apoyar el impulso para lograr los ODM y eliminar todos formas de violencia y discriminación contra las niñas y mujeres jóvenes. Las agencias se comprometieron a aumentar el apoyo a los gobiernos y las sociedades civiles durante los próximos cinco años para promover políticas y programas para empoderar a las adolescentes más difíciles de alcanzar. Fondo CbiWren de las Naciones Unidas.",5
1273,"Todo esto debe estar vinculado a un enfoque más abierto y consultivo para el desarrollo de políticas y los servicios públicos y su prestación (OCDE, 2015a, 2016a). El aumento de la inversión en educación es vital para satisfacer las necesidades de una economía en rápida modernización, pero, como se describe en la parte anterior de este capítulo, a pesar de los grandes aumentos en el gasto, Costa Rica no ha visto mejoras significativas en la finalización de la escuela y el aprendizaje de los estudiantes. Otros indicadores en los que uno podría esperar ver los beneficios de la inversión en educación no son alentadores: la productividad apenas ha aumentado, el mercado laboral está fragmentado por la dualidad y un gran subsector informal, la escasez de habilidades es evidente y la desigualdad está creciendo (OCDE, 2016a) .",4
1274,"Se informan a nivel de escuela, se comparan con los promedios nacionales y municipales y se ajustan por las características de los estudiantes, para la gestión y mejora de la escuela. Existe un amplio margen para mejorar el uso de los recursos de evaluación bien desarrollados de Lituania, incluido el uso ampliado por parte de los directores y maestros escolares con el fin de mejorar la gestión escolar y las prácticas de instrucción, y por parte de las autoridades fuera de las escuelas que son responsables de la evaluación externa. seguro de calidad. Lituania ha establecido una participación universal efectiva en una evaluación nacional basada en criterios en los grados 4, 6 y 8. Ahora debe concluir su uso de la Encuesta Nacional de Rendimiento Estudiantil, incorporando a su sistema de evaluación aquellos componentes de la Encuesta Nacional, como como cuestionarios para docentes y alumnos, que brindan información que los docentes, los directores de escuela y otras partes interesadas consideran valiosa.",4
1275,"Se han agrupado según las diferentes opciones políticas y su alcance. Casi uno de cada cinco estudiantes de 15 años en los países de la OCDE no alcanza un nivel mínimo de habilidades para funcionar en la sociedad actual, y existen grandes diferencias de rendimiento entre estudiantes de diferentes entornos socioeconómicos. Los países han adoptado diferentes opciones de políticas para responder a sus desafíos de equidad.",4
1276,"La figura 6.4 muestra que la relación entre el gasto en educación pública y el PIB de Corea es más alta que el promedio de la OCDE de alrededor del 5% del PIB. Históricamente, los gastos en educación han sido muy estables, alrededor del 16-20% del gasto total del gobierno, con una variación limitada debido al fuerte apoyo del gobierno al crecimiento nacional. Esta estabilidad indica el fuerte compromiso de Corea con la educación. La mayoría de las funciones gubernamentales restantes muestran una tendencia diferente, que es inconsistente y volátil debido al cambio de las necesidades sociales y de las prioridades políticas, junto con el desarrollo económico y social.",4
1277,"Este capítulo comienza con una descripción general de las reformas de Tailandia relacionadas con el uso de las TIC en la educación, y luego proporciona un análisis de los problemas de política relacionados con esta área, presentando recomendaciones para mejorar para apoyar el uso de las TIC para mejorar la calidad y la equidad de la educación. sistema educativo en su conjunto. El objetivo de estas estrategias ha sido utilizar las TIC para crear una “Tailandia inteligente”: una sociedad que sea “inteligente y alfabetizada en información”, donde el conocimiento beneficie a los ciudadanos y a la “sociedad en su conjunto” (Ministerio de TIC, 2009a). La educación ha sido un pilar clave en estos esfuerzos.",4
1278,"Dado el alcance de la segregación de género en los mercados laborales en general, y dentro de la industria en particular, donde las mujeres constituyen solo el 30 por ciento de la fuerza laboral mundial, existe el riesgo de que los esfuerzos para una industria ecológica no solo pasen por alto a las mujeres, sino que las marginen. Los sectores a los que se dirige la expansión del empleo verde, como la energía, la construcción y la industria básica, están muy dominados por los hombres y las tendencias recientes indican que la segregación sectorial está aumentando en lugar de disminuir.21 Entre los empleos verdes que ya existen, las mujeres tienden a tener una baja representación y/o u ocupar los peldaños de menor valor agregado. En las economías en desarrollo, las mujeres se concentran en gran medida en el extremo de bajo valor agregado de los empleos verdes existentes, por ejemplo, como trabajadoras informales en la recolección y el reciclaje de desechos (Strietska-llina y otros, 2011).",5
1279,"Dada la diversidad interregional en el financiamiento y la provisión de atención médica, la información sobre el desempeño del sistema de salud regional es muy deseable y puede permitir la evaluación comparativa del desempeño en todas las regiones. La decisión de las autoridades federales de identificar y recopilar un conjunto de 300 indicadores definidos comúnmente (72 relacionados con la salud) es un avance positivo. Solo se puede enfatizar que estos datos serían aún más útiles si se definieran y recopilaran de acuerdo con los estándares internacionales, lo que permitiría la evaluación comparativa internacional e interregional.",3
1280,"Sin embargo, a nivel micro, ha habido una variación considerable en la implementación y en la persistencia del esquema de seguro de salud más antiguo, lo que permite sacar algunas conclusiones. La participación en esquemas de seguros parece mejorar el estado de salud autoinformado según un estudio (Gao y Meng, 2009), pero otros estudios no presentan resultados tan claros. Las tasas de reembolso por enfermedades catastróficas son bajas.",3
1281,"Si no se abordan estos desafíos, las áreas clave de los ODS no serán monitoreadas desde una perspectiva de igualdad de género. Las estadísticas de género incluyen datos recopilados, analizados y presentados por sexo y otras características, así como datos que no están desglosados ​​por sexo pero que reflejan las necesidades, oportunidades y contribuciones específicas de las mujeres y las niñas en la sociedad. Los datos sobre la violencia contra la mujer o sobre la asistencia de parteras capacitadas durante el parto son ejemplos de estos últimos.",5
1282,"En Hungría, la Ley de Educación Pública de 2011 legisla expresamente el enfoque de escuela integral, encargando a los ministros responsables de la educación y el medio ambiente que desarrollen los programas Green Kindergarten y Eco-School en todo el país. Sobre la base de esta promoción, parecería que el número de jardines de infancia verdes ha aumentado a 633 (el 17,6 % de todos los jardines de infancia), y aproximadamente 700 escuelas ahora forman parte del programa Eco-Schools (el 14,6 % de todas las escuelas) (Hungría , informe informal de 2014). Finlandia ha incluido planes de EDS en sus estrategias generales de EDS y proporciona a las escuelas modelos, ejemplos y apoyo práctico para elaborar planes de DS. Sus hallazgos son consistentes con los comentarios proporcionados por los Estados miembros a través de sus NIR e informes nacionales informales.",4
1283,"Las correlaciones entre innovación y equidad de oportunidades de aprendizaje son débiles (Figura 18.17). En particular, en toda la distribución de puntajes de innovación hay muchos sistemas educativos con poca equidad en términos de oportunidades de aprendizaje. Esto contrasta notablemente con la medida de igualdad de rendimiento de lectura descrita anteriormente. Sin embargo, los tres sistemas educativos más equitativos en este sentido, Hong Kong, Corea y Singapur, también están por encima del promedio en términos de innovación general.",4
1284,"Se brinda atención integral, que incluye tratamiento médico, evaluación psiquiátrica, asistencia psicológica y social. En Europa occidental y central, el cannabis es la droga más comúnmente incautada, representando alrededor del 80% de todas las incautaciones. La cocaína ocupa el segundo lugar en general y representa más del doble del número de incautaciones notificadas de anfetaminas o heroína.",3
1285,"En general, las mujeres parecen representar una proporción más pequeña de los SDE más orientados individualmente (como la consultoría) y los SDE más sofisticados (como la formación en gestión empresarial) que en los programas de formación empresarial basados ​​en grupos. Esto en un programa de formación empresarial apoyado por la ANPME en Marruecos que se dirige específicamente a mujeres empresarias. La ANPME normalmente no brinda capacitación empresarial como parte de su oferta de programas para pequeñas y medianas empresas (PYME).",5
1286,"Para los hombres en pareja, esta cifra es aproximadamente el doble. Los países donde la participación de las mujeres en el mercado laboral es alta, o donde la brecha salarial de género es limitada, tienden a tener resultados más equitativos. Carreras laborales más cortas y perfiles de carrera e ingresos restringidos, en relación con los hombres, ayudan a explicar por qué, en promedio, las pensiones de las mujeres son de menor valor que las de los hombres. El gráfico 13.4 muestra que, entre los beneficiarios de pensiones en 2013/14, la brecha de género en las pensiones era inferior al 10 % solo en Estonia, Dinamarca y la República Eslovaca.",5
1287,"Esta descentralización dificultó la movilidad de los pacientes entre regiones debido a los complicados procedimientos burocráticos y resultó en muchos casos de abuso y corrupción debido a un sistema de control subdesarrollado (Comisión Europea, 2010). El Fondo Nacional de Salud (NFZ) se creó en 2003 mediante la fusión de los Fondos de Enfermedad. Hungría, Irlanda, Italia, Nueva Zelanda, Noruega y el Reino Unido tienden a compartir características similares (OCDE, 2010a).",3
1288,"Para promover la docencia como carrera, en particular para los estudiantes de alto rendimiento, la calidad del trabajo importa al menos tanto como el salario. La transformación de la organización del trabajo de las escuelas, la participación de los docentes en la toma de decisiones escolares, la mejora de sus responsabilidades de liderazgo y la promoción de la enseñanza como una profesión exigente pero satisfactoria son palancas de política prometedoras.",4
1289,"Deben continuar realizando tareas como cocinar, lavar la ropa y cuidar a los niños, además de dedicar más horas al trabajo agrícola u otros trabajos. En Bosnia, Camboya y Guatemala, la carga de trabajo de las mujeres aumentó drásticamente a raíz de los crímenes masivos. Muchos niños pierden a sus padres durante crímenes masivos, otros son separados de sus familias durante conflictos y migraciones forzadas.",5
1290,"Las alumnas se sienten especialmente atraídas por la educación de nivel de licenciatura en ""Trabajo social"", ""Periodismo"", ""Formación de docentes"" y ""Enfermería"", así como en ""Lengua, literatura y medios"" (Poppel, M. y Chemnitz Kleist 2009: 346). La representación de las mujeres aumentó considerablemente en las elecciones parlamentarias de 2002: del 19 % al 36 % (12 de 31 miembros). No se eligieron candidatas del Partido de las Mujeres, pero el partido logró llamar la atención sobre diferentes aspectos de las desigualdades de género y, sobre todo, sobre la falta de candidatas en los diferentes partidos (Poppel, M. 2009).",5
1291,"Existen sistemas para monitorear el progreso de los niños discapacitados en las escuelas donde se capacitó a los maestros. Hay planes individuales para cada niño y mayor énfasis en mostrar sus logros. Los planes de trabajo individuales de los niños se incorporan al plan anual de desarrollo de jardín de infantes y primaria. Recientemente, con fondos de la FTI, se han establecido más de 100 escuelas móviles en tiendas de campaña. Sesenta y dos por ciento de los nuevos ingresantes a la educación primaria son niñas y entre 2004 y 2009 las tasas de finalización de las niñas se duplicaron.",4
1292,"En la medida en que más mujeres participen en la política, es menos probable que se ignoren o silencien los derechos, las prioridades, las necesidades y los intereses de las mujeres. Históricamente, la participación de las mujeres se ha minimizado a pesar de que representan al menos la mitad de la población en la mayoría de los países. Precisamente por eso, su nivel de implicación y compromiso en la vida pública y política es clave. Surgieron más organizaciones de mujeres en respuesta a la mayor participación de las mujeres en la vida pública y, a pesar de la polarización política que surgió, estos grupos lograron mantenerse unidos para presionar por la preservación y el avance de los derechos de las mujeres.",5
1293,"El llamado segmento A consiste en servicios hospitalarios para los cuales los precios regulados se derivan de un presupuesto hospitalario global. El segmento B consiste en servicios hospitalarios donde los precios se negocian libremente con las aseguradoras de salud y, por lo general, comprende servicios menos complejos (por ejemplo, reemplazos de rodilla y cadera). La participación del segmento B ha aumentado de menos del 10 % en 2005 a más del 30 % en 2011 y al 70 % tras la reforma de 2012 (descrita a continuación). Al mismo tiempo, los precios reales en el segmento B han disminuido, reflejando el mayor poder de negociación de las aseguradoras de salud (Cuadro 7).",3
1294,"Dadas estas cifras, se podría argumentar que Letonia ha tenido más espacio fiscal para dedicar a la inversión en el sistema de salud que otras economías de la OCDE. La proporción del PIB para el sector público en Letonia es del 36,5 %, mucho más bajo que el promedio de todos los países europeos de la OCDE (excluyendo Turquía) en 45,6 % en 2012 (OCDE, 2015d) y Letonia gasta el 9 % del gasto público en salud, un una proporción más pequeña que cualquier país de la OCDE (Figura 1.13). En el otro extremo del espectro, la participación supera el 20 % en Nueva Zelanda, Suiza, los Países Bajos y los Estados Unidos.",3
1295,"Los pacientes pueden elegir a cualquier médico de cabecera, pero como no hay un sistema de control, también pueden elegir visitar directamente a cualquier especialista médico. Hay pocos contactos ambulatorios por persona (58 en 2015) y una gobernanza de atención primaria débil (por ejemplo, falta de inspección estatal, políticas de atención primaria de apoyo). También existe un relativo subdesarrollo de la fuerza laboral de atención primaria con bajos niveles de ingresos en relación con los especialistas. Más positivamente, se ha juzgado que el sistema de atención primaria es relativamente efectivo y eficiente con respecto a la coordinación y la integralidad de la atención (Ktingos et al, 2015, Kringosetal, 2013).",3
1296,"Entre otras cosas, considera cómo se distribuyen las responsabilidades para la organización y el funcionamiento de la escuela, cómo se estructuran el desarrollo y la garantía de calidad de la escuela (por ejemplo, autoevaluación escolar, externalidad en la garantía de calidad), cómo se organiza, distribuye y prepara el liderazgo escolar, cómo se organizan, distribuyen y preparan los recursos en las escuelas están organizadas para crear entornos propicios para la enseñanza y el aprendizaje efectivos (p. ej., organización del aprendizaje, alcance a los padres y las comunidades), y cómo se utilizan las instalaciones y los materiales escolares para apoyar dichos entornos (p. ej., uso de las instalaciones escolares fuera del horario de instrucción). En Uruguay, el 41,4% de los jóvenes de 15 años que tomaron la evaluación PISA 2012 estaban matriculados en educación secundaria básica y el 58,6% en educación secundaria superior. Casi todos los estudiantes que realizaron la evaluación PISA siguieron un programa general (97,3 %) (OCDE, 2013a, tablas IV.2.4 y IV.2.6).",4
1297,"En realidad, los defensores de estos puntos de vista no solo han buscado socavar los derechos de las mujeres, sino que simultáneamente han adoptado políticas que erosionan las condiciones que permiten que las familias y sus miembros prosperen. Es a través de las familias que las personas comparten recursos como la vivienda y los ingresos, cuidan a los enfermos y frágiles, y se reproducen, nutren y cuidan a la próxima generación. Las familias pueden ser lugares de amor y afecto, y fundamentales para el sentido de identidad y pertenencia de cada miembro. A lo largo de su vida, aproximadamente una de cada tres mujeres puede esperar experimentar abuso físico o sexual a manos de una pareja íntima.",5
1298,"Parte de la razón de esto es que aún no hemos descubierto métodos confiables de acreditación, por lo que es difícil para los estudiantes convertir su experiencia MOOC en calificaciones que sean relevantes en el mercado laboral. Holm Keller, exvicepresidente de la Universidad Leuphana en Alemania, desarrolló una interesante variante colaborativa de un MOOC para PISA, llamada PISA4U.20 Pidió a los posibles alumnos, la mayoría de ellos educadores profesionales, que se suscribieran a un curso y luego los agrupó en función de un algoritmo para que los miembros del grupo compartieran aspiraciones comunes sobre sus objetivos educativos, pero fueran lo más diversos posible en prácticamente todos los demás aspectos. Luego, esos diversos grupos identificaron y trabajaron en los problemas en colaboración, con cada individuo apoyado por un mentor en línea y cada grupo apoyado por un tutor experimentado.",4
1299,"Una brecha de financiamiento de capital, que dificulta la capacidad de las mujeres para financiar empresas innovadoras. Una brecha en la creación de redes, generada por el bajo número de mujeres emprendedoras en industrias intensivas en innovación y por la baja visibilidad de mujeres innovadoras exitosas. Varios países están tomando medidas concretas para promover a las mujeres innovadoras y emprendedoras de alto crecimiento (Comisión Europea, 2008), reconociendo que el crecimiento económico se basa en la comercialización y aplicación continuas de nuevas ideas, muchas de las cuales son generadas por mujeres.",5
1300,"La creación de las Juntas Directivas abre caminos para mejorar la transparencia y los procedimientos de presentación de informes a nivel escolar, pero sus roles aún no están claros. Los fondos adicionales deben gastarse sabiamente y deben ir acompañados de una mejora en la eficiencia del uso de los fondos públicos. Las inversiones deben priorizarse en los primeros años educativos, así como en los aspectos de mejora de la equidad y la calidad. Otra prioridad debe ser el fortalecimiento de los mecanismos de control del desempeño y rendición de cuentas en el sistema educativo. Además, la dotación presupuestaria debe incrementarse lentamente, en paralelo con el aumento de la capacidad del sistema para absorber nuevos programas y nuevos enfoques.",4
1301,"Como tal, existe la necesidad de un análisis completo cualitativo, completo y basado en informantes con implicaciones políticas a largo plazo que cubra a los países árabes desde una perspectiva regional. Este estudio intenta llenar este vacío, tanto arrojando luz sobre las condiciones estructurales y contextuales que permiten la ocurrencia del matrimonio infantil en la región en tiempos de 'paz' como en el contexto de crisis humanitarias, y explorando las consecuencias del matrimonio infantil para las niñas en entornos de conflicto y posconflicto. El estudio intenta distinguir entre, por un lado, los determinantes estructurales del matrimonio infantil que han estado presentes durante mucho tiempo en muchos países árabes, como los desequilibrios de género arraigados y las desigualdades institucionalizadas, y, por otro lado, los determinantes contextuales del matrimonio infantil que resultan de situaciones de desplazamiento, conflicto e inestabilidad agravadas por la pobreza extrema. El objetivo general es fortalecer las capacidades de los legisladores árabes y los grupos de defensa para prevenir, proteger y responder al matrimonio infantil como una forma de violencia de género (GBV)19 y como una violación de los derechos humanos.",5
1302,"Este acceso casi universal significa que el contenido educativo televisado tiene la mayor posibilidad de llegar a la mayoría de los estudiantes en las zonas rurales y desfavorecidas. A diciembre de 2014, Tailandia tenía 97,7 millones de suscriptores móviles (Leesanguansuk, 2015). Actualmente tiene la tercera tasa de penetración de banda ancha móvil más alta entre los países de la Asociación de Naciones del Sudeste Asiático (ASEAN), alrededor de 50 millones de usuarios, y se convertirá en el segundo suscriptor de banda ancha móvil más grande en el sudeste asiático después de Singapur una vez que el lanzamiento de la cuarta banda ancha de alta velocidad. La red de generación (4G) está completa. Tailandia debería continuar con sus inversiones digitales en ambos, asegurándose de equilibrar el gasto entre el gasto en dispositivos y acceso a Internet, y el gasto en costos de mantenimiento técnico para las escuelas.",4
1303,"Se ha dedicado una sección específica a las no contributivas, su evolución en todo el mundo y su potencial para solucionar las deficiencias existentes en el acceso a la protección de las personas de edad avanzada de los diferentes grupos de ingresos y genero. Por último, se analizan algunos de los com-ponentes más relevantes incorporados a los sistemas de pensiones contributivas a fin de proteger a las mujeres en el seno de la familia, incluido el derecho de lasmujeresviudasydivorciadasa recibiruna pensión y los creditos de cotizacion para las y los cuidadores . Dado que las mujeres cuentan con historiales contributivos mas limitados y que su esperanza de vida supera a la de los hombres, las politicas que refuerzan los requisitos contributivos o hacen hincapie en el ahorro individual pueden dificultar la obtencion de prestaciones adecuadas por parte de las mujeres.",5
1304,"Establecidos en 2004-2005, estos cursos solían ser ofrecidos por varias instituciones, incluidas escuelas, centros de formación y politécnicos, y reclutaron a más de 12 000 participantes en 2014-2015. A partir de 2015-2016, los politécnicos ya no están autorizados a ofrecer estos cursos. El número de estudiantes disminuyó ese año a 6 300.",4
1305,"De acuerdo con la evidencia presentada en el Capítulo 1, en el estado de Morelos, las escuelas ubicadas en las ciudades más pequeñas que se encuentran en la periferia de las áreas metropolitanas parecen concentrar los peores desempeños de los estudiantes y pueden requerir mayor atención. El aumento de la calidad de la enseñanza y el aprendizaje de los que se benefician los niños en la educación básica afecta directamente el resto de su trayectoria escolar. A pesar de la existencia de programas de becas destinados a incentivar la asistencia, mejorar la transición de la educación básica a la educación media superior en el estado de Morelos es una batalla cuesta arriba. La relación entre los recursos educativos de las escuelas y las puntuaciones en matemáticas en PISA es significativa. La evidencia también muestra que, en promedio en los países de la OCDE, los estudiantes de mayor rendimiento generalmente asisten a escuelas con mejores recursos educativos (OCDE, 2012a, OCDE, 2013a). Los recursos educativos tienden a referirse a equipos de laboratorio de ciencias, materiales didácticos/computadoras y/o maestros calificados en áreas clave, mientras que la infraestructura física tiende a referirse a edificios escolares, sistemas de calefacción y refrigeración y espacios educativos.",4
1306,"Por lo tanto, deben garantizarse decisiones claras y transparentes basadas en la competencia en el área de fusiones entre aseguradoras de salud basándose en la metodología de evaluación de fusiones publicada. La mayor competencia entre las aseguradoras de salud ha restringido los precios de los servicios hospitalarios y los medicamentos recetados para pacientes ambulatorios. Además, la competencia entre hospitales ha aumentado debido a la entrada de un número sustancial de clínicas independientes (ZBC). Sin embargo, el gasto en atención de la salud ha aumentado debido a un fuerte aumento en el volumen de la atención, incluida la atención de la salud mental (Cuadro 1).",3
1307,"Por lo tanto, afectan a una mayor proporción de la población (por ejemplo, en Suiza y los Países Bajos). En países donde la cobertura de salud está principalmente ligada a la ocupación, las políticas que aseguran el acceso universal a la cobertura de salud son aún más importantes en tiempos de crisis. Los países deben asegurarse de que las personas que pierden su trabajo no pierdan la cobertura de salud al mismo tiempo.",3
1308,"Por esta razón, se selecciona una gama de indicadores que capturan la desigualdad de género en diferentes etapas del ciclo de vida. Por último, el capítulo se centra en los indicadores que han demostrado ser importantes para el desarrollo general de las sociedades (p. ej., Banco Mundial, 2011). Por esta razón, no se podrían cubrir todos los temas clave que afectan el bienestar de las mujeres y que están incluidos en los índices de desigualdad de género contemporáneos. No fue posible, por ejemplo, incluir medidas como los ingresos o el acceso a trabajos bien remunerados, que son factores cruciales para la posición económica de las mujeres (Kabeer, 1999).6 Lo que se pierde en la comparabilidad con los índices actuales, sin embargo, se compensa en la perspectiva a largo plazo.7 A pesar de las limitaciones en la disponibilidad de datos, existen criterios teóricos y metodológicos detrás de la elección de las variables de igualdad de género empleadas.",5
1309,"Reveló que Ofsted tiene poco control directo sobre este objetivo, excepto en lo que respecta a las disposiciones legales para identificar y monitorear las escuelas y el control regulatorio del cuidado infantil. Los hallazgos indican que los proveedores bien administrados y aquellos que causan preocupación son los más propensos a beneficiarse de las inspecciones. Este estudio proporciona una mirada más detallada a la calidad de los entornos de la primera infancia en Inglaterra (Reino Unido).",4
1310,"También existe una confianza excesiva en las pruebas estandarizadas dentro del sistema para tomar decisiones que afectan la vida de las personas. La educación formal es obligatoria durante los primeros nueve años del sistema educativo, mientras que la educación no formal es puramente voluntaria y el aprendizaje informal está influenciado por los padres y la cultura. Sin embargo, también pueden trabajar juntos de una manera poderosa. También se necesitan programas de preparación para la universidad, por ejemplo, entre los estudiantes cuyas escuelas secundarias no los apoyaron adecuadamente como aprendices independientes.",4
1311,"Se preguntó a los encuestados sobre las formas más adecuadas de medir sistemáticamente la incidencia, la naturaleza y el impacto del daño al paciente en la atención primaria y ambulatoria. Las respuestas de los países desarrollados se presentan en la (Figura 2.1). La medición como base para mejorar la seguridad se analiza más adelante en el Capítulo 4. Elija tres de las opciones proporcionadas. (",3
